gene,name,GO,description,meta
Locus_4761_Transcript_9_Length_4213_genewise_newlength_3982__CDS__300__3524.orfnuc.phy,calcium-transporting atpase 8,GO:0070588,calcium ion transmembrane transport,P
Locus_6278_Transcript_1_Length_6090_genewise_newlength_6090__CDS__178__5499.orfnuc.phy,callose synthase 12,GO:0006862,nucleotide transport,P
Locus_6278_Transcript_1_Length_6090_genewise_newlength_6090__CDS__178__5499.orfnuc.phy,callose synthase 12,GO:0010363,regulation of plant-type hypersensitive response,P
Locus_6278_Transcript_1_Length_6090_genewise_newlength_6090__CDS__178__5499.orfnuc.phy,callose synthase 12,GO:0015802,basic amino acid transport,P
Locus_6278_Transcript_1_Length_6090_genewise_newlength_6090__CDS__178__5499.orfnuc.phy,callose synthase 12,GO:0052544,defense response by callose deposition in cell wall,P
Locus_6278_Transcript_1_Length_6090_genewise_newlength_6090__CDS__178__5499.orfnuc.phy,callose synthase 12,GO:0006612,protein targeting to membrane,P
Locus_6278_Transcript_1_Length_6090_genewise_newlength_6090__CDS__178__5499.orfnuc.phy,callose synthase 12,GO:0050832,defense response to fungus,P
Locus_6278_Transcript_1_Length_6090_genewise_newlength_6090__CDS__178__5499.orfnuc.phy,callose synthase 12,GO:0042742,defense response to bacterium,P
Locus_6278_Transcript_1_Length_6090_genewise_newlength_6090__CDS__178__5499.orfnuc.phy,callose synthase 12,GO:0043069,negative regulation of programmed cell death,P
Locus_6278_Transcript_1_Length_6090_genewise_newlength_6090__CDS__178__5499.orfnuc.phy,callose synthase 12,GO:0005794,Golgi apparatus,C
Locus_6278_Transcript_1_Length_6090_genewise_newlength_6090__CDS__178__5499.orfnuc.phy,callose synthase 12,GO:0010208,pollen wall assembly,P
Locus_6278_Transcript_1_Length_6090_genewise_newlength_6090__CDS__178__5499.orfnuc.phy,callose synthase 12,GO:0009846,pollen germination,P
Locus_6278_Transcript_1_Length_6090_genewise_newlength_6090__CDS__178__5499.orfnuc.phy,callose synthase 12,GO:0009870,"defense response signaling pathway, resistance gene-dependent",P
Locus_6278_Transcript_1_Length_6090_genewise_newlength_6090__CDS__178__5499.orfnuc.phy,callose synthase 12,GO:0043090,amino acid import,P
Locus_6278_Transcript_1_Length_6090_genewise_newlength_6090__CDS__178__5499.orfnuc.phy,callose synthase 12,GO:0009965,leaf morphogenesis,P
Locus_6278_Transcript_1_Length_6090_genewise_newlength_6090__CDS__178__5499.orfnuc.phy,callose synthase 12,GO:0015696,ammonium transport,P
Locus_6278_Transcript_1_Length_6090_genewise_newlength_6090__CDS__178__5499.orfnuc.phy,callose synthase 12,GO:0061025,membrane fusion,P
Locus_6278_Transcript_1_Length_6090_genewise_newlength_6090__CDS__178__5499.orfnuc.phy,callose synthase 12,GO:0009556,microsporogenesis,P
Locus_6278_Transcript_1_Length_6090_genewise_newlength_6090__CDS__178__5499.orfnuc.phy,callose synthase 12,GO:0006075,(1->3)-beta-D-glucan biosynthetic process,P
Locus_6278_Transcript_1_Length_6090_genewise_newlength_6090__CDS__178__5499.orfnuc.phy,callose synthase 12,GO:0010150,leaf senescence,P
Locus_6278_Transcript_1_Length_6090_genewise_newlength_6090__CDS__178__5499.orfnuc.phy,callose synthase 12,GO:0080092,regulation of pollen tube growth,P
Locus_6278_Transcript_1_Length_6090_genewise_newlength_6090__CDS__178__5499.orfnuc.phy,callose synthase 12,GO:0006888,ER to Golgi vesicle-mediated transport,P
Locus_6278_Transcript_1_Length_6090_genewise_newlength_6090__CDS__178__5499.orfnuc.phy,callose synthase 12,GO:0009506,plasmodesma,C
Locus_6278_Transcript_1_Length_6090_genewise_newlength_6090__CDS__178__5499.orfnuc.phy,callose synthase 12,GO:0000148,"1,3-beta-D-glucan synthase complex",C
Locus_6278_Transcript_1_Length_6090_genewise_newlength_6090__CDS__178__5499.orfnuc.phy,callose synthase 12,GO:0003843,"1,3-beta-D-glucan synthase activity",F
Locus_6278_Transcript_1_Length_6090_genewise_newlength_6090__CDS__178__5499.orfnuc.phy,callose synthase 12,GO:0009504,cell plate,C
Locus_6278_Transcript_1_Length_6090_genewise_newlength_6090__CDS__178__5499.orfnuc.phy,callose synthase 12,GO:0009863,salicylic acid mediated signaling pathway,P
Locus_6278_Transcript_1_Length_6090_genewise_newlength_6090__CDS__178__5499.orfnuc.phy,callose synthase 12,GO:0043269,regulation of ion transport,P
Locus_6278_Transcript_1_Length_6090_genewise_newlength_6090__CDS__178__5499.orfnuc.phy,callose synthase 12,GO:0007623,circadian rhythm,P
Locus_7605_Transcript_1_Length_2862_genewise_newlength_2862__CDS__519__2621.orfnuc.phy,calmodulin-binding protein npg1,GO:0016132,brassinosteroid biosynthetic process,P
Locus_7605_Transcript_1_Length_2862_genewise_newlength_2862__CDS__519__2621.orfnuc.phy,calmodulin-binding protein npg1,GO:0005886,plasma membrane,C
Locus_7605_Transcript_1_Length_2862_genewise_newlength_2862__CDS__519__2621.orfnuc.phy,calmodulin-binding protein npg1,GO:0005634,nucleus,C
Locus_7605_Transcript_1_Length_2862_genewise_newlength_2862__CDS__519__2621.orfnuc.phy,calmodulin-binding protein npg1,GO:0005516,calmodulin binding,F
Locus_6110_Transcript_6_Length_3154_genewise_newlength_2694__CDS__355__2343.orfnuc.phy,carboxylate clamp-tetratricopeptide repeat protein,GO:0009734,auxin mediated signaling pathway,P
Locus_6110_Transcript_6_Length_3154_genewise_newlength_2694__CDS__355__2343.orfnuc.phy,carboxylate clamp-tetratricopeptide repeat protein,GO:0044446,intracellular organelle part,C
Locus_6110_Transcript_6_Length_3154_genewise_newlength_2694__CDS__355__2343.orfnuc.phy,carboxylate clamp-tetratricopeptide repeat protein,GO:0009888,tissue development,P
Locus_6110_Transcript_6_Length_3154_genewise_newlength_2694__CDS__355__2343.orfnuc.phy,carboxylate clamp-tetratricopeptide repeat protein,GO:0010035,response to inorganic substance,P
Locus_6110_Transcript_6_Length_3154_genewise_newlength_2694__CDS__355__2343.orfnuc.phy,carboxylate clamp-tetratricopeptide repeat protein,GO:0006626,protein targeting to mitochondrion,P
Locus_6110_Transcript_6_Length_3154_genewise_newlength_2694__CDS__355__2343.orfnuc.phy,carboxylate clamp-tetratricopeptide repeat protein,GO:0009639,response to red or far red light,P
Locus_6110_Transcript_6_Length_3154_genewise_newlength_2694__CDS__355__2343.orfnuc.phy,carboxylate clamp-tetratricopeptide repeat protein,GO:0030243,cellulose metabolic process,P
Locus_6110_Transcript_6_Length_3154_genewise_newlength_2694__CDS__355__2343.orfnuc.phy,carboxylate clamp-tetratricopeptide repeat protein,GO:0016126,sterol biosynthetic process,P
Locus_6110_Transcript_6_Length_3154_genewise_newlength_2694__CDS__355__2343.orfnuc.phy,carboxylate clamp-tetratricopeptide repeat protein,GO:0016049,cell growth,P
Locus_6110_Transcript_6_Length_3154_genewise_newlength_2694__CDS__355__2343.orfnuc.phy,carboxylate clamp-tetratricopeptide repeat protein,GO:0009651,response to salt stress,P
Locus_6110_Transcript_6_Length_3154_genewise_newlength_2694__CDS__355__2343.orfnuc.phy,carboxylate clamp-tetratricopeptide repeat protein,GO:0012505,endomembrane system,C
Locus_6110_Transcript_6_Length_3154_genewise_newlength_2694__CDS__355__2343.orfnuc.phy,carboxylate clamp-tetratricopeptide repeat protein,GO:0006820,anion transport,P
Locus_6110_Transcript_6_Length_3154_genewise_newlength_2694__CDS__355__2343.orfnuc.phy,carboxylate clamp-tetratricopeptide repeat protein,GO:0009555,pollen development,P
Locus_6110_Transcript_6_Length_3154_genewise_newlength_2694__CDS__355__2343.orfnuc.phy,carboxylate clamp-tetratricopeptide repeat protein,GO:0010305,leaf vascular tissue pattern formation,P
Locus_6110_Transcript_6_Length_3154_genewise_newlength_2694__CDS__355__2343.orfnuc.phy,carboxylate clamp-tetratricopeptide repeat protein,GO:0005739,mitochondrion,C
Locus_6110_Transcript_6_Length_3154_genewise_newlength_2694__CDS__355__2343.orfnuc.phy,carboxylate clamp-tetratricopeptide repeat protein,GO:0009789,positive regulation of abscisic acid mediated signaling pathway,P
Locus_6110_Transcript_6_Length_3154_genewise_newlength_2694__CDS__355__2343.orfnuc.phy,carboxylate clamp-tetratricopeptide repeat protein,GO:0048523,negative regulation of cellular process,P
Locus_6110_Transcript_6_Length_3154_genewise_newlength_2694__CDS__355__2343.orfnuc.phy,carboxylate clamp-tetratricopeptide repeat protein,GO:0071705,nitrogen compound transport,P
Locus_6110_Transcript_6_Length_3154_genewise_newlength_2694__CDS__355__2343.orfnuc.phy,carboxylate clamp-tetratricopeptide repeat protein,GO:0004721,phosphoprotein phosphatase activity,F
Locus_6110_Transcript_6_Length_3154_genewise_newlength_2694__CDS__355__2343.orfnuc.phy,carboxylate clamp-tetratricopeptide repeat protein,GO:0044267,cellular protein metabolic process,P
Locus_6110_Transcript_6_Length_3154_genewise_newlength_2694__CDS__355__2343.orfnuc.phy,carboxylate clamp-tetratricopeptide repeat protein,GO:0009742,brassinosteroid mediated signaling pathway,P
Locus_6110_Transcript_6_Length_3154_genewise_newlength_2694__CDS__355__2343.orfnuc.phy,carboxylate clamp-tetratricopeptide repeat protein,GO:0005634,nucleus,C
Locus_6110_Transcript_6_Length_3154_genewise_newlength_2694__CDS__355__2343.orfnuc.phy,carboxylate clamp-tetratricopeptide repeat protein,GO:0009832,plant-type cell wall biogenesis,P
Locus_6110_Transcript_6_Length_3154_genewise_newlength_2694__CDS__355__2343.orfnuc.phy,carboxylate clamp-tetratricopeptide repeat protein,GO:0031072,heat shock protein binding,F
Locus_6110_Transcript_6_Length_3154_genewise_newlength_2694__CDS__355__2343.orfnuc.phy,carboxylate clamp-tetratricopeptide repeat protein,GO:0045454,cell redox homeostasis,P
Locus_12753_Transcript_2_Length_1365_genewise_newlength_1032__CDS__92__901.orfnuc.phy,casein kinase 2 subunit beta,GO:0000278,mitotic cell cycle,P
Locus_12753_Transcript_2_Length_1365_genewise_newlength_1032__CDS__92__901.orfnuc.phy,casein kinase 2 subunit beta,GO:0005956,protein kinase CK2 complex,C
Locus_12753_Transcript_2_Length_1365_genewise_newlength_1032__CDS__92__901.orfnuc.phy,casein kinase 2 subunit beta,GO:0042753,positive regulation of circadian rhythm,P
Locus_12753_Transcript_2_Length_1365_genewise_newlength_1032__CDS__92__901.orfnuc.phy,casein kinase 2 subunit beta,GO:0006396,RNA processing,P
Locus_12753_Transcript_2_Length_1365_genewise_newlength_1032__CDS__92__901.orfnuc.phy,casein kinase 2 subunit beta,GO:0004674,protein serine/threonine kinase activity,F
Locus_12753_Transcript_2_Length_1365_genewise_newlength_1032__CDS__92__901.orfnuc.phy,casein kinase 2 subunit beta,GO:0071900,regulation of protein serine/threonine kinase activity,P
Locus_12753_Transcript_2_Length_1365_genewise_newlength_1032__CDS__92__901.orfnuc.phy,casein kinase 2 subunit beta,GO:0048573,"photoperiodism, flowering",P
Locus_12753_Transcript_2_Length_1365_genewise_newlength_1032__CDS__92__901.orfnuc.phy,casein kinase 2 subunit beta,GO:0008134,transcription factor binding,F
Locus_12753_Transcript_2_Length_1365_genewise_newlength_1032__CDS__92__901.orfnuc.phy,casein kinase 2 subunit beta,GO:0005737,cytoplasm,C
Locus_12753_Transcript_2_Length_1365_genewise_newlength_1032__CDS__92__901.orfnuc.phy,casein kinase 2 subunit beta,GO:0005634,nucleus,C
Locus_12753_Transcript_2_Length_1365_genewise_newlength_1032__CDS__92__901.orfnuc.phy,casein kinase 2 subunit beta,GO:0019887,protein kinase regulator activity,F
Locus_13401_Transcript_4_Length_2383_genewise_newlength_1273__CDS__63__929.orfnuc.phy,casein kinase 2 subunit beta,GO:0000278,mitotic cell cycle,P
Locus_13401_Transcript_4_Length_2383_genewise_newlength_1273__CDS__63__929.orfnuc.phy,casein kinase 2 subunit beta,GO:0005956,protein kinase CK2 complex,C
Locus_13401_Transcript_4_Length_2383_genewise_newlength_1273__CDS__63__929.orfnuc.phy,casein kinase 2 subunit beta,GO:0042753,positive regulation of circadian rhythm,P
Locus_13401_Transcript_4_Length_2383_genewise_newlength_1273__CDS__63__929.orfnuc.phy,casein kinase 2 subunit beta,GO:0006396,RNA processing,P
Locus_13401_Transcript_4_Length_2383_genewise_newlength_1273__CDS__63__929.orfnuc.phy,casein kinase 2 subunit beta,GO:0004674,protein serine/threonine kinase activity,F
Locus_13401_Transcript_4_Length_2383_genewise_newlength_1273__CDS__63__929.orfnuc.phy,casein kinase 2 subunit beta,GO:0071900,regulation of protein serine/threonine kinase activity,P
Locus_13401_Transcript_4_Length_2383_genewise_newlength_1273__CDS__63__929.orfnuc.phy,casein kinase 2 subunit beta,GO:0048573,"photoperiodism, flowering",P
Locus_13401_Transcript_4_Length_2383_genewise_newlength_1273__CDS__63__929.orfnuc.phy,casein kinase 2 subunit beta,GO:0008134,transcription factor binding,F
Locus_13401_Transcript_4_Length_2383_genewise_newlength_1273__CDS__63__929.orfnuc.phy,casein kinase 2 subunit beta,GO:0005737,cytoplasm,C
Locus_13401_Transcript_4_Length_2383_genewise_newlength_1273__CDS__63__929.orfnuc.phy,casein kinase 2 subunit beta,GO:0005634,nucleus,C
Locus_13401_Transcript_4_Length_2383_genewise_newlength_1273__CDS__63__929.orfnuc.phy,casein kinase 2 subunit beta,GO:0019887,protein kinase regulator activity,F
Locus_11302_Transcript_1_Length_1040_genewise_newlength_1040__CDS__208__798.orfnuc.phy,casp-like protein,GO:0005634,nucleus,C
Locus_11302_Transcript_1_Length_1040_genewise_newlength_1040__CDS__208__798.orfnuc.phy,casp-like protein,GO:0005886,plasma membrane,C
Locus_9285_Transcript_1_Length_3927_genewise_newlength_3927__CDS__857__3676.orfnuc.phy,catalytic pyridoxal phosphate binding protein,GO:0033036,macromolecule localization,P
Locus_9285_Transcript_1_Length_3927_genewise_newlength_3927__CDS__857__3676.orfnuc.phy,catalytic pyridoxal phosphate binding protein,GO:0071704,organic substance metabolic process,P
Locus_9285_Transcript_1_Length_3927_genewise_newlength_3927__CDS__857__3676.orfnuc.phy,catalytic pyridoxal phosphate binding protein,GO:1901701,cellular response to oxygen-containing compound,P
Locus_9285_Transcript_1_Length_3927_genewise_newlength_3927__CDS__857__3676.orfnuc.phy,catalytic pyridoxal phosphate binding protein,GO:0051707,response to other organism,P
Locus_9285_Transcript_1_Length_3927_genewise_newlength_3927__CDS__857__3676.orfnuc.phy,catalytic pyridoxal phosphate binding protein,GO:0009755,hormone-mediated signaling pathway,P
Locus_9285_Transcript_1_Length_3927_genewise_newlength_3927__CDS__857__3676.orfnuc.phy,catalytic pyridoxal phosphate binding protein,GO:0044237,cellular metabolic process,P
Locus_9285_Transcript_1_Length_3927_genewise_newlength_3927__CDS__857__3676.orfnuc.phy,catalytic pyridoxal phosphate binding protein,GO:0009507,chloroplast,C
Locus_9285_Transcript_1_Length_3927_genewise_newlength_3927__CDS__857__3676.orfnuc.phy,catalytic pyridoxal phosphate binding protein,GO:0009628,response to abiotic stimulus,P
Locus_9285_Transcript_1_Length_3927_genewise_newlength_3927__CDS__857__3676.orfnuc.phy,catalytic pyridoxal phosphate binding protein,GO:0005886,plasma membrane,C
Locus_9285_Transcript_1_Length_3927_genewise_newlength_3927__CDS__857__3676.orfnuc.phy,catalytic pyridoxal phosphate binding protein,GO:0006952,defense response,P
Locus_9285_Transcript_1_Length_3927_genewise_newlength_3927__CDS__857__3676.orfnuc.phy,catalytic pyridoxal phosphate binding protein,GO:0030170,pyridoxal phosphate binding,F
Locus_9285_Transcript_1_Length_3927_genewise_newlength_3927__CDS__857__3676.orfnuc.phy,catalytic pyridoxal phosphate binding protein,GO:0003824,catalytic activity,F
Locus_2343_Transcript_7_Length_3151_genewise_newlength_3151__CDS__1582__2898.orfnuc.phy,cbl-interacting serine threonine-protein kinase 3,GO:0009788,negative regulation of abscisic acid mediated signaling pathway,P
Locus_2343_Transcript_7_Length_3151_genewise_newlength_3151__CDS__1582__2898.orfnuc.phy,cbl-interacting serine threonine-protein kinase 3,GO:0048364,root development,P
Locus_2343_Transcript_7_Length_3151_genewise_newlength_3151__CDS__1582__2898.orfnuc.phy,cbl-interacting serine threonine-protein kinase 3,GO:0009705,plant-type vacuole membrane,C
Locus_2343_Transcript_7_Length_3151_genewise_newlength_3151__CDS__1582__2898.orfnuc.phy,cbl-interacting serine threonine-protein kinase 3,GO:0016036,cellular response to phosphate starvation,P
Locus_2343_Transcript_7_Length_3151_genewise_newlength_3151__CDS__1582__2898.orfnuc.phy,cbl-interacting serine threonine-protein kinase 3,GO:0009749,response to glucose stimulus,P
Locus_2343_Transcript_7_Length_3151_genewise_newlength_3151__CDS__1582__2898.orfnuc.phy,cbl-interacting serine threonine-protein kinase 3,GO:0009611,response to wounding,P
Locus_2343_Transcript_7_Length_3151_genewise_newlength_3151__CDS__1582__2898.orfnuc.phy,cbl-interacting serine threonine-protein kinase 3,GO:0019375,galactolipid biosynthetic process,P
Locus_2343_Transcript_7_Length_3151_genewise_newlength_3151__CDS__1582__2898.orfnuc.phy,cbl-interacting serine threonine-protein kinase 3,GO:0009827,plant-type cell wall modification,P
Locus_2343_Transcript_7_Length_3151_genewise_newlength_3151__CDS__1582__2898.orfnuc.phy,cbl-interacting serine threonine-protein kinase 3,GO:0000911,cytokinesis by cell plate formation,P
Locus_2343_Transcript_7_Length_3151_genewise_newlength_3151__CDS__1582__2898.orfnuc.phy,cbl-interacting serine threonine-protein kinase 3,GO:0005986,sucrose biosynthetic process,P
Locus_2343_Transcript_7_Length_3151_genewise_newlength_3151__CDS__1582__2898.orfnuc.phy,cbl-interacting serine threonine-protein kinase 3,GO:0042631,cellular response to water deprivation,P
Locus_2343_Transcript_7_Length_3151_genewise_newlength_3151__CDS__1582__2898.orfnuc.phy,cbl-interacting serine threonine-protein kinase 3,GO:0009651,response to salt stress,P
