gene,name,GO,description,meta
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0009414,response to water deprivation,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0009695,jasmonic acid biosynthetic process,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0006406,mRNA export from nucleus,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0009863,salicylic acid mediated signaling pathway,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0009738,abscisic acid mediated signaling pathway,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0010363,regulation of plant-type hypersensitive response,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0010286,heat acclimation,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0010200,response to chitin,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0051301,cell division,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0009612,response to mechanical stimulus,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0050832,defense response to fungus,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0043069,negative regulation of programmed cell death,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0016567,protein ubiquitination,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0071456,cellular response to hypoxia,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0009867,jasmonic acid mediated signaling pathway,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0042991,transcription factor import into nucleus,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0009735,response to cytokinin stimulus,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0009845,seed germination,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0006612,protein targeting to membrane,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0034605,cellular response to heat,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0009733,response to auxin stimulus,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0009220,pyrimidine ribonucleotide biosynthetic process,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0005886,plasma membrane,C
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0010162,seed dormancy process,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0005737,cytoplasm,C
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0019915,lipid storage,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0048510,regulation of timing of transition from vegetative to reproductive phase,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0006865,amino acid transport,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0005515,protein binding,F
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0009873,ethylene mediated signaling pathway,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0010228,vegetative to reproductive phase transition of meristem,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0003677,DNA binding,F
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0009640,photomorphogenesis,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0042538,hyperosmotic salinity response,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0009909,regulation of flower development,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0010564,regulation of cell cycle process,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0009658,chloroplast organization,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0071497,cellular response to freezing,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0070483,detection of hypoxia,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0045893,"positive regulation of transcription, DNA-dependent",P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0035556,intracellular signal transduction,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0009933,meristem structural organization,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0005730,nucleolus,C
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0009611,response to wounding,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0002679,respiratory burst involved in defense response,P
Locus_450_Transcript_1_Length_2288_genewise_newlength_1637__CDS__303__1268,ethylene-responsive transcription factor rap2-12,GO:0034059,response to anoxia,P
Locus_1692_Transcript_2_Length_1679_genewise_newlength_1587__CDS__198__1340,f-box protein,GO:0005515,protein binding,F
Locus_13381_Transcript_2_Length_535_genewise_newlength_535__CDS__181__534,f-box protein skip31,GO:0005515,protein binding,F
Locus_820_Transcript_6_Length_4528_genewise_newlength_4528__CDS__1000__3489,far1-related protein,GO:0044260,cellular macromolecule metabolic process,P
Locus_820_Transcript_6_Length_4528_genewise_newlength_4528__CDS__1000__3489,far1-related protein,GO:0006635,fatty acid beta-oxidation,P
Locus_820_Transcript_6_Length_4528_genewise_newlength_4528__CDS__1000__3489,far1-related protein,GO:0009605,response to external stimulus,P
Locus_820_Transcript_6_Length_4528_genewise_newlength_4528__CDS__1000__3489,far1-related protein,GO:0005515,protein binding,F
Locus_820_Transcript_6_Length_4528_genewise_newlength_4528__CDS__1000__3489,far1-related protein,GO:0016558,protein import into peroxisome matrix,P
Locus_820_Transcript_6_Length_4528_genewise_newlength_4528__CDS__1000__3489,far1-related protein,GO:0048522,positive regulation of cellular process,P
Locus_820_Transcript_6_Length_4528_genewise_newlength_4528__CDS__1000__3489,far1-related protein,GO:0010017,red or far-red light signaling pathway,P
Locus_820_Transcript_6_Length_4528_genewise_newlength_4528__CDS__1000__3489,far1-related protein,GO:0009506,plasmodesma,C
Locus_820_Transcript_6_Length_4528_genewise_newlength_4528__CDS__1000__3489,far1-related protein,GO:0005634,nucleus,C
Locus_13828_Transcript_2_Length_1252_genewise_newlength_1033__CDS__147__881,fasciclin-like arabinogalactan protein 7,GO:0046658,anchored to plasma membrane,C
Locus_13828_Transcript_2_Length_1252_genewise_newlength_1033__CDS__147__881,fasciclin-like arabinogalactan protein 7,GO:0009505,plant-type cell wall,C
Locus_13828_Transcript_2_Length_1252_genewise_newlength_1033__CDS__147__881,fasciclin-like arabinogalactan protein 7,GO:0009825,multidimensional cell growth,P
Locus_13828_Transcript_2_Length_1252_genewise_newlength_1033__CDS__147__881,fasciclin-like arabinogalactan protein 7,GO:0009651,response to salt stress,P
Locus_13828_Transcript_2_Length_1252_genewise_newlength_1033__CDS__147__881,fasciclin-like arabinogalactan protein 7,GO:0010054,trichoblast differentiation,P
Locus_13828_Transcript_2_Length_1252_genewise_newlength_1033__CDS__147__881,fasciclin-like arabinogalactan protein 7,GO:0005794,Golgi apparatus,C
Locus_13828_Transcript_2_Length_1252_genewise_newlength_1033__CDS__147__881,fasciclin-like arabinogalactan protein 7,GO:0009834,secondary cell wall biogenesis,P
Locus_13828_Transcript_2_Length_1252_genewise_newlength_1033__CDS__147__881,fasciclin-like arabinogalactan protein 7,GO:0009897,external side of plasma membrane,C
Locus_13828_Transcript_2_Length_1252_genewise_newlength_1033__CDS__147__881,fasciclin-like arabinogalactan protein 7,GO:0016043,cellular component organization,P
Locus_13828_Transcript_2_Length_1252_genewise_newlength_1033__CDS__147__881,fasciclin-like arabinogalactan protein 7,GO:0009506,plasmodesma,C
Locus_13828_Transcript_2_Length_1252_genewise_newlength_1033__CDS__147__881,fasciclin-like arabinogalactan protein 7,GO:0016132,brassinosteroid biosynthetic process,P
Locus_3547_Transcript_9_Length_2288_genewise_newlength_1524__CDS__182__1204,gdsl esterase lipase,GO:0009750,response to fructose stimulus,P
Locus_3547_Transcript_9_Length_2288_genewise_newlength_1524__CDS__182__1204,gdsl esterase lipase,GO:0010103,stomatal complex morphogenesis,P
Locus_3547_Transcript_9_Length_2288_genewise_newlength_1524__CDS__182__1204,gdsl esterase lipase,GO:0048046,apoplast,C
Locus_3547_Transcript_9_Length_2288_genewise_newlength_1524__CDS__182__1204,gdsl esterase lipase,GO:0000038,very long-chain fatty acid metabolic process,P
Locus_3547_Transcript_9_Length_2288_genewise_newlength_1524__CDS__182__1204,gdsl esterase lipase,GO:0006833,water transport,P
Locus_3547_Transcript_9_Length_2288_genewise_newlength_1524__CDS__182__1204,gdsl esterase lipase,GO:0042631,cellular response to water deprivation,P
Locus_3547_Transcript_9_Length_2288_genewise_newlength_1524__CDS__182__1204,gdsl esterase lipase,GO:0005618,cell wall,C
Locus_3547_Transcript_9_Length_2288_genewise_newlength_1524__CDS__182__1204,gdsl esterase lipase,GO:0009751,response to salicylic acid stimulus,P
Locus_3547_Transcript_9_Length_2288_genewise_newlength_1524__CDS__182__1204,gdsl esterase lipase,GO:0042538,hyperosmotic salinity response,P
Locus_3547_Transcript_9_Length_2288_genewise_newlength_1524__CDS__182__1204,gdsl esterase lipase,GO:0042335,cuticle development,P
Locus_3547_Transcript_9_Length_2288_genewise_newlength_1524__CDS__182__1204,gdsl esterase lipase,GO:0009534,chloroplast thylakoid,C
Locus_3547_Transcript_9_Length_2288_genewise_newlength_1524__CDS__182__1204,gdsl esterase lipase,GO:0004091,carboxylesterase activity,F
Locus_3547_Transcript_9_Length_2288_genewise_newlength_1524__CDS__182__1204,gdsl esterase lipase,GO:0005634,nucleus,C
Locus_3547_Transcript_9_Length_2288_genewise_newlength_1524__CDS__182__1204,gdsl esterase lipase,GO:0010226,response to lithium ion,P
Locus_8981_Transcript_3_Length_2851_genewise_newlength_2851__CDS__1333__2568,geranyl diphosphate synthase 1,GO:0004161,dimethylallyltranstransferase activity,F
Locus_8981_Transcript_3_Length_2851_genewise_newlength_2851__CDS__1333__2568,geranyl diphosphate synthase 1,GO:0006744,ubiquinone biosynthetic process,P
Locus_8981_Transcript_3_Length_2851_genewise_newlength_2851__CDS__1333__2568,geranyl diphosphate synthase 1,GO:0009958,positive gravitropism,P
Locus_8981_Transcript_3_Length_2851_genewise_newlength_2851__CDS__1333__2568,geranyl diphosphate synthase 1,GO:0009625,response to insect,P
Locus_8981_Transcript_3_Length_2851_genewise_newlength_2851__CDS__1333__2568,geranyl diphosphate synthase 1,GO:0010208,pollen wall assembly,P
Locus_8981_Transcript_3_Length_2851_genewise_newlength_2851__CDS__1333__2568,geranyl diphosphate synthase 1,GO:0009570,chloroplast stroma,C
Locus_8981_Transcript_3_Length_2851_genewise_newlength_2851__CDS__1333__2568,geranyl diphosphate synthase 1,GO:0019825,oxygen binding,F
Locus_8981_Transcript_3_Length_2851_genewise_newlength_2851__CDS__1333__2568,geranyl diphosphate synthase 1,GO:0009790,embryo development,P
Locus_8981_Transcript_3_Length_2851_genewise_newlength_2851__CDS__1333__2568,geranyl diphosphate synthase 1,GO:0019761,glucosinolate biosynthetic process,P
Locus_8981_Transcript_3_Length_2851_genewise_newlength_2851__CDS__1333__2568,geranyl diphosphate synthase 1,GO:0012505,endomembrane system,C
Locus_8981_Transcript_3_Length_2851_genewise_newlength_2851__CDS__1333__2568,geranyl diphosphate synthase 1,GO:0050347,trans-octaprenyltranstransferase activity,F
Locus_8981_Transcript_3_Length_2851_genewise_newlength_2851__CDS__1333__2568,geranyl diphosphate synthase 1,GO:0005783,endoplasmic reticulum,C
Locus_8981_Transcript_3_Length_2851_genewise_newlength_2851__CDS__1333__2568,geranyl diphosphate synthase 1,GO:0005886,plasma membrane,C
Locus_8981_Transcript_3_Length_2851_genewise_newlength_2851__CDS__1333__2568,geranyl diphosphate synthase 1,GO:0016709,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",F
Locus_8981_Transcript_3_Length_2851_genewise_newlength_2851__CDS__1333__2568,geranyl diphosphate synthase 1,GO:0016132,brassinosteroid biosynthetic process,P
Locus_8981_Transcript_3_Length_2851_genewise_newlength_2851__CDS__1333__2568,geranyl diphosphate synthase 1,GO:0005739,mitochondrion,C
Locus_8981_Transcript_3_Length_2851_genewise_newlength_2851__CDS__1333__2568,geranyl diphosphate synthase 1,GO:0008299,isoprenoid biosynthetic process,P
Locus_388_Transcript_17_Length_3832_genewise_newlength_3811__CDS__1666__3012,glutamate decarboxylase 2,GO:0009750,response to fructose stimulus,P
Locus_388_Transcript_17_Length_3832_genewise_newlength_3811__CDS__1666__3012,glutamate decarboxylase 2,GO:0006833,water transport,P
Locus_388_Transcript_17_Length_3832_genewise_newlength_3811__CDS__1666__3012,glutamate decarboxylase 2,GO:0010363,regulation of plant-type hypersensitive response,P
